Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
3345363,"Le Dixième cercle","Guy Thuillier","Thuillier, Guy","",="2290049867",="9782290049860",4,"4.50","J'ai lu","Mass Market Paperback","",1999,1999,2011/03/20,2010/10/09,"science-fiction, maison","science-fiction (#242), maison (#359)","read",,"",,,,,0,,,,,
3628867,"Un Paysage Du Temps","Gregory Benford","Benford, Gregory","",="2070417727",="9782070417728",4,"3.60",,,"",,1980,2011/02/05,2011/01/07,"maison, science-fiction","maison (#473), science-fiction (#474)","read",,"",,,,,0,,,,,
10153816,"Les Synthérétiques","Pat Cadigan","Cadigan, Pat","",="2207305392",="9782207305393",3,"3.00",,,"",,,2011/02/20,2011/03/20,"science-fiction, maison","science-fiction (#477), maison (#476)","read",,"",,,,,0,,,,,
7084195,"Les Synthérétiques","Pat Cadigan","Cadigan, Pat","",="2207305384",="9782207305386",3,"3.80",,,"",,1991,,2010/10/10,"science-fiction, maison","science-fiction (#452), maison (#468)","read","","","","","","",0,,,,,
251604,"L'Âge De Diamant Ou Le Manuel Illustré D'éducation à L'usage De Filles","Neal Stephenson","Stephenson, Neal","Yves Bonnefoy",="2253072109",="9782253072102",5,"4.16","",,"",1998,1995,,2011/01/07,"science-fiction, maison, favorites","science-fiction (#472), maison (#471), favorites (#1)","read",,"",,,,,0,,,,,
256933,"La Parabole des Talents","Octavia E. Butler","Butler, Octavia E.","",="2846260192",="9782846260190",0,"4.14","Au Diable Vauvert","Paperback","588",2001,1998,,2011/01/07,"currently-reading, science-fiction, maison","currently-reading (#1), science-fiction (#473), maison (#472)","currently-reading",,"",,,,,0,,,,,
9481746,"La Liberté Éternelle","Joe Haldeman","Haldeman, Joe","François Vidonne",="2290325031",="9782290325032",4,"3.32","J'ai lu",,"285",2004,1963,,2010/10/09,"science-fiction, maison","science-fiction (#112), maison (#150)","read","","",,,,,0,,,,,
9200423,"Le monde des A","A.E. van Vogt","Vogt, A.E. van","",="2277123625",="9782277123620",5,"3.69","J'ai lu","Mass Market Paperback","",1983,1945,,2010/10/10,"science-fiction, maison","science-fiction (#403), maison (#27)","read",,"",,,,,1,,,"unspecified",,
7949043,"La Machine Ultime","A.E. van Vogt","Vogt, A.E. van","",="2290015482",="9782290015483",0,"3.46","J'ai lu","Paperback","252",1999,1983,,2010/10/09,"to-check, science-fiction, maison","to-check (#191), science-fiction (#247), maison (#362)","to-check",,"",,,,,0,,,,,
7945349,"Riverworld: Including To Your Scattered Bodies Go & The Fabulous Riverboat","Philip José Farmer","Farmer, Philip José","",="1429952873",="9781429952873",5,"3.92","Tor Books","ebook","448",2010,2010,,2010/10/09,"","","read",,"",,,,,0,,,,,
658689,"Le Pendule De Foucault","Umberto Eco","Eco, Umberto","",="2253059498",="9782253059493",4,"3.84","Livre de Poche","Paperback","656",1992,1988,,2010/11/04,"other, pasmaison","other (#17), pasmaison (#44)","read","","","","","","",0,,,,,
1633413,"L'Autre île du Dr Moreau","Brian W. Aldiss","Aldiss, Brian W.","Jacques Chambon",="227721292X",="9782277212928",0,"2.83",,,"224",,1980,,2010/10/09,"to-check, science-fiction, maison","to-check (#4), science-fiction (#8), maison (#426)","to-check","","","","","","",0,,,,,
466405,"La nuit des temps","René Barjavel","Barjavel, René","",="2266023039",="9782266023030",4,"4.13","Pocket","Kindle Edition","380",1988,1968,,2010/10/10,"pasmaison, science-fiction","pasmaison (#1), science-fiction (#448)","read",,"",,,,,0,,,,,
553639,"L Enigme de L Univers","Greg Egan","Egan, Greg","",="2253072338",="9782253072331",4,"3.81","Livre de Poche","Paperback","",2001,1995,,2010/10/10,"maison, science-fiction","maison (#469), science-fiction (#456)","read",,"",,,,,0,,,,,
3628888,"Radix (Radix, #1)","A.A. Attanasio","Attanasio, A.A.","",="225304332X",="9782253043324",3,"3.87","Livre de Poche","Paperback","687",1997,1981,,2010/10/10,"maison, science-fiction","maison (#463), science-fiction (#443)","read",,"",,,,,0,,,,,
1289862,"La fin de l'Éternité","Isaac Asimov","Asimov, Isaac","",="207042264X",="9782070422647",0,"4.08","Denoël","Mass Market Paperback","343",2002,1955,,2010/10/09,"to-check, science-fiction, maison","to-check (#7), science-fiction (#11), maison (#406)","to-check",,"",,,,,0,,,,,
121636,"La Jeune Fille Et Les Clones","David Brin","Brin, David","",="2266111345",="9782266111348",0,"3.64",,,"",,1993,,2010/10/09,"to-check, science-fiction, maison","to-check (#29), science-fiction (#47), maison (#405)","to-check",,"",,,,,0,,,,,
8107965,"La machine à explorer le temps ","H.G. Wells","Wells, H.G.","",="2070332462",="9782070332465",3,"3.74","Paris : Gallimard","","192",1982,1888,,2010/10/09,"pasmaison, science-fiction","pasmaison (#43), science-fiction (#470)","read","","",,,,,0,,,,,
2672121,"Inversions","Iain M. Banks","Banks, Iain M.","",="2253066834",="9782253066835",4,"3.75","Livre de Poche","Paperback","",2003,1998,,2010/10/09,"science-fiction, maison","science-fiction (#308), maison (#109)","read","","",,,,,0,,,,,
2734368,"Marees de Lumiere","Gregory Benford","Benford, Gregory","",="2253071722",="9782253071723",5,"3.76","Livre de Poche","Paperback","",2010,1989,,2010/10/09,"science-fiction, maison","science-fiction (#356), maison (#110)","read","","",,,,,0,,,,,
290591,"L'homme Des Jeux","Iain M. Banks","Banks, Iain M.","",="2253071854",="9782253071853",5,"4.18","Livre de Poche","Paperback","478",1996,1988,,2010/10/09,"maison, science-fiction","maison (#464), science-fiction (#444)","read","","",,,,,0,,,,,
6514489,"Point d'inversion (Saga de l'Empire Skolien, #1)","Catherine Asaro","Asaro, Catherine","Xavier Spinat",="2266139002",="9782266139007",0,"3.76",,,"503",,1995,,2010/10/09,"science-fiction, to-check, maison","science-fiction (#429), to-check (#251), maison (#413)","to-check","","",,,,,0,,,,,
129132,"Excession","Iain M. Banks","Banks, Iain M.","",="2253072419",="9782253072416",4,"4.06","Livre de Poche","Paperback","",2007,1996,,2010/10/09,"science-fiction, maison","science-fiction (#27), maison (#112)","read","","",,,,,0,,,,,
122369,"Les Fils De Fondation: En Hommage À Isaac Asimov","Isaac Asimov","Asimov, Isaac","Pamela Sargent",="2266111426",="9782266111423",0,"2.75","Pocket","Paperback","511",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#250), science-fiction (#439), maison (#422)","to-check","","",,,,,0,,,,,
5274240,"L'âge Des Lumières: Roman","Ian-R MacLeod","MacLeod, Ian-R","Jean-Pierre Pugi",="2207255700",="9782207255704",3,"3.67","Denoël",,"606",2006,2006,,2010/10/09,"science-fiction, maison","science-fiction (#438), maison (#158)","read","","",,,,,0,,,,,
6235666,"L'anneau Monde","Larry Niven","Niven, Larry","Jacques Polanis",="2290339164",="9782290339169",5,"3.90","J'ai Lu","Mass Market Paperback","382",2003,1970,,2010/10/09,"science-fiction, maison","science-fiction (#344), maison (#30)","read","","",,,,,0,,,,,
2220845,"Terre Des Origines #1: Basilica","Orson Scott Card","Card, Orson Scott","",="2290330604",="9782290330609",4,"3.48","",,"314",2004,1992,,2010/10/09,"science-fiction, maison","science-fiction (#431), maison (#153)","read","","",,,,,0,,,,,
45255,"The Reality Dysfunction 2: Expansion","Peter F. Hamilton","Hamilton, Peter F.","",="0446605166",="9780446605168",4,"4.20","Aspect","Mass Market Paperback","576",1997,1996,,2010/10/09,"science-fiction, maison","science-fiction (#428), maison (#88)","read",,"",,,,,0,,,,,
479561,"The Neutronium Alchemist (Night's Dawn, #2)","Peter F. Hamilton","Hamilton, Peter F.","",="0330351435",="9780330351430",3,"4.20","Pan Books","Paperback","1273",1998,1997,,2010/10/09,"science-fiction, maison","science-fiction (#426), maison (#87)","read",,"",,,,,0,,,,,
1979513,"Robots et extra-terrestres d'Isaac Asimov - 2","Isaac Asimov","Asimov, Isaac","Jerry Oltion, Robert Thurston",="2277231851",="9782277231851",0,"3.50","J'ai Lu","Mass Market Paperback","429",1993,1993,,2010/10/10,"to-check, science-fiction, maison","to-check (#248), science-fiction (#423), maison (#203)","to-check",,"",,,,,0,,,,,
112518,"The Garden of Rama (Rama, #3)","Arthur C. Clarke","Clarke, Arthur C.","Gentry Lee",="1857230213",="9781857230215",0,"3.59","Orbit","Mass Market Paperback","608",1993,1991,,2010/10/10,"to-check, science-fiction, maison","to-check (#245), science-fiction (#420), maison (#200)","to-check",,"",,,,,0,,,,,
112520,"Rama II (Rama, #2)","Arthur C. Clarke","Clarke, Arthur C.","Gentry Lee",="2290032042",="9782290032046",0,"3.57","",,"",,1989,,2010/10/10,"to-check, science-fiction, maison","to-check (#244), science-fiction (#419), maison (#199)","to-check",,"",,,,,0,,,,,
122368,"Prélude à Fondation","Isaac Asimov","Asimov, Isaac","Jean Bonnefoy",="2266034715",="9782266034715",5,"3.86",,,"",,1988,,2010/10/09,"science-fiction, maison","science-fiction (#418), maison (#124)","read","","",,,,,0,,,,,
9483742,"Les Démoniaques De Kallioh","Hugues Douriaux","Douriaux, Hugues","",="2265026522",="9782265026520",0,0.0,"Éditions Fleuve Noir",,"184",1984,1984,,2010/10/10,"to-check, fantaisie, maison","to-check (#241), fantaisie (#8), maison (#8)","to-check",,"",,,,,1,,,"unspecified",,
6665441,"L'échiquier du mal (tome 2)","Dan Simmons","Simmons, Dan","",="2744134481",="9782744134487",0,"3.89","France Loisirs","Paperback","487",2000,1989,,2010/10/10,"to-check, science-fiction, maison","to-check (#240), science-fiction (#415), maison (#196)","to-check",,"",,,,,0,,,,,
9079723,"L'échiquier du mal (tome 1)","Dan Simmons","Simmons, Dan","",="",="",0,"3.90","","","681",,1989,,2010/10/10,"to-check, science-fiction, maison","to-check (#239), science-fiction (#414), maison (#195)","to-check",,"",,,,,0,,,,,
1881826,"L'incident Jésus: Le programme conscience 2","Frank Herbert","Herbert, Frank","Bill Ransom",="226614197X",="9782266141970",0,"3.59",,,"",,1979,,2010/10/10,"to-check, science-fiction, maison","to-check (#238), science-fiction (#412), maison (#403)","to-check",,"",,,,,0,,,,,
6939572,"Le Printemps Russe","Norman Spinrad","Spinrad, Norman","",="2070415899",="9782070415892",0,"3.85",,,"",,1991,,2010/10/10,"to-check, science-fiction, maison","to-check (#237), science-fiction (#411), maison (#402)","to-check",,"",,,,,0,,,,,
31360,"Children of the Mind (Ender's Saga, #4)","Orson Scott Card","Card, Orson Scott","",="0765304740",="9780765304742",0,"3.65","Tor Books","Paperback","352",2002,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#236), science-fiction (#401), maison (#404)","to-check",,"",,,,,0,,,,,
145548,"Demon (Gaea, #3)","John Varley","Varley, John","",="0441142672",="9780441142675",0,"3.94","Ace","Paperback","464",1987,1984,,2010/10/10,"to-check, science-fiction, maison","to-check (#235), science-fiction (#397), maison (#401)","to-check",,"",,,,,0,,,,,
49834,"Wizard (Gaea, #2)","John Varley","Varley, John","",="0441900674",="9780441900671",0,"3.95","Ace","Paperback","384",1987,1980,,2010/10/10,"to-check, science-fiction, maison","to-check (#234), science-fiction (#396), maison (#400)","to-check",,"",,,,,0,,,,,
49838,"Titan (Gaea, #1)","John Varley","Varley, John","",="0441813046",="9780441813049",0,"3.86","Ace","Paperback","320",1987,1979,,2010/10/10,"to-check, science-fiction, maison","to-check (#233), science-fiction (#395), maison (#399)","to-check",,"",,,,,0,,,,,
2178576,"Les Voiliers du Soleil (La Saga d'Argyre, #2)","Gérard Klein","Klein, Gérard","",="227722247X",="9782277222477",0,"2.50",,,"",,1987,,2010/10/10,"to-check, science-fiction, maison","to-check (#232), science-fiction (#394), maison (#398)","to-check",,"",,,,,0,,,,,
6023218,"Le Rêve des Forêts (La Saga D'Argyre, #1)","Gérard Klein","Klein, Gérard","",="2277221643",="9782277221647",0,"3.00","J'ai Lu (Éditions)","Mass Market Paperback","",1999,1987,,2010/10/10,"to-check, science-fiction, maison","to-check (#231), science-fiction (#393), maison (#397)","to-check",,"",,,,,0,,,,,
824091,"Perihelion (Isaac Asimov's Robot City, #6)","William F. Wu","Wu, William F.","",="0441373887",="9780441373888",0,"3.71","Ace Books","Paperback","0",1988,1988,,2010/10/10,"to-check, science-fiction, maison","to-check (#230), science-fiction (#391), maison (#395)","to-check",,"",,,,,0,,,,,
85464,"Cyborg (Isaac Asimov's Robot City, #3)","William F. Wu","Wu, William F.","",="0743479181",="9780743479189",0,"3.73","I Books","Mass Market Paperback","192",2004,1988,,2010/10/10,"to-check, science-fiction, maison","to-check (#227), science-fiction (#388), maison (#392)","to-check",,"",,,,,0,,,,,
2220824,"La chute des mondes","Alexis Aubenque","Aubenque, Alexis","",="226613440X",="9782266134408",3,"2.60","Editions Florent Massot Présente","Paperback","",,2004,,2010/10/09,"science-fiction, maison","science-fiction (#387), maison (#137)","read","","",,,,,0,,,,,
2659558,"Pavillon de l'exil (Honor Harrington, #5)","David Weber","Weber, David","",="2841722139",="9782841722136",0,"4.16","L'Atalante","Paperback","489",2002,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#226), science-fiction (#386), maison (#419)","to-check","","",,,,,0,,,,,
3546589,"Au champ du déshonneur (Honor Harrington, #4)","David Weber","Weber, David","",="2841721922",="9782841721924",0,"4.13","Atalante (L')","Paperback","442",2002,1994,,2010/10/09,"to-check, science-fiction, maison","to-check (#225), science-fiction (#385), maison (#418)","to-check","","",,,,,0,,,,,
3789385,"Une guerre victorieuse et brève (Honor Harrington, #3)","David Weber","Weber, David","",="2841721795",="9782841721795",0,"4.10","L'Atalante","Paperback","443",2001,1994,,2010/10/09,"science-fiction, to-check, maison","science-fiction (#384), to-check (#224), maison (#417)","to-check","","",,,,,0,,,,,
122366,"Terre et Fondation (Le cycle de Fondation, #5)","Isaac Asimov","Asimov, Isaac","",="2070417522",="9782070417520",5,"3.88","Denoël","Paperback","491",2001,1984,,2010/10/09,"science-fiction, maison","science-fiction (#381), maison (#102)","read","","",,,,,0,,,,,
122367,"Fondation foudroyée (Le Cycle de Fondation, #4)","Isaac Asimov","Asimov, Isaac","",="2070416461",="9782070416462",5,"3.92","Gallimard","Mass Market Paperback","640",,1982,,2010/10/09,"science-fiction, maison","science-fiction (#380), maison (#101)","read","","",,,,,0,,,,,
122364,"Seconde Fondation (Le Cycle de Fondation, #3)","Isaac Asimov","Asimov, Isaac","",="2070416119",="9782070416110",5,"4.12","","","",,1953,,2010/10/09,"science-fiction, maison","science-fiction (#379), maison (#100)","read","","",,,,,0,,,,,
122365,"Fondation et Empire (Le cycle de Fondation, #2)","Isaac Asimov","Asimov, Isaac","",="2070415716",="9782070415717",5,"4.11","Denoël","Paperback","262",2000,1952,,2010/10/09,"science-fiction, maison","science-fiction (#378), maison (#99)","read","","",,,,,0,,,,,
122363,"Fondation (Le cycle de Fondation, #1)","Isaac Asimov","Asimov, Isaac","",="2070415708",="9782070415700",5,"3.90","Folio","Mass Market Paperback","251",2000,1951,,2010/10/09,"science-fiction, maison","science-fiction (#377), maison (#98)","read","","",,,,,0,,,,,
121640,"Le Monde de l'Oubli (Rédemption, #2)","David Brin","Brin, David","",="229004458X",="9782290044582",5,"3.50",,,"",,,,2010/10/10,"science-fiction, maison","science-fiction (#373), maison (#26)","read",,"",,,,,1,,,"unspecified",,
112211,"Le grand défi (Cycle de l’Élévation, #6)","David Brin","Brin, David","",="2290053686",="9782290053683",5,"3.84",,,"",,1996,,2010/10/10,"science-fiction, maison","science-fiction (#372), maison (#25)","read",,"",,,,,1,,,"unspecified",,
3170394,"Les Rives de l'Infini (Rédemption, #4)","David Brin","Brin, David","",="2290048585",="9782290048580",5,"4.00",,,"",,1996,,2010/10/10,"science-fiction, maison","science-fiction (#371), maison (#24)","read",,"",,,,,1,,,"unspecified",,
112208,"Le Chemin des Bannis (Rédemption, #3)","David Brin","Brin, David","",="2290048577",="9782290048573",5,"4.25",,,"",,1996,,2010/10/10,"science-fiction, maison","science-fiction (#370), maison (#23)","read",,"",,,,,0,,,,,
121632,"Le Monde de l'exil (Rédemption, #1)","David Brin","Brin, David","",="2290044571",="9782290044575",5,"4.29",,,"",,1983,,2010/10/10,"science-fiction, maison","science-fiction (#369), maison (#22)","read",,"",,,,,0,,,,,
53784,"La Maison des mères (Dune 5)","Frank Herbert","Herbert, Frank","",="2221092384",="9782221092385",0,"3.76","Robert Laffont","Paperback","506",2000,1985,,2010/10/10,"to-check, science-fiction, maison","to-check (#223), science-fiction (#365), maison (#391)","to-check","","","Dune #6","","","",0,,,,,
53782,"Dune, Tome 4:  Les Hérétiques De Dune","Frank Herbert","Herbert, Frank","",="2221086759",="9782221086759",0,"3.71",,,"",,1984,,2010/10/09,"to-check, science-fiction, maison","to-check (#222), science-fiction (#364), maison (#423)","to-check","","","Dune #5","","","",0,,,,,
3360476,"L'Empereur-Dieu de Dune","Frank Herbert","Herbert, Frank","",="2266018701",="",0,"3.68",,,"600",,1981,,2010/10/10,"to-check, science-fiction, maison","to-check (#221), science-fiction (#363), maison (#390)","to-check","","","Dune #4","","","",0,,,,,
7056441,"Les Enfants De Dune","Frank Herbert","Herbert, Frank","",="2221000455",="9782221000458",0,"3.78","Robert Laffont",,"419",1978,1976,,2010/10/10,"to-check, science-fiction, maison","to-check (#220), science-fiction (#362), maison (#389)","to-check","","","Dune #3","","","",0,,,,,
122328,"Le Messie de Dune: Dune 1","Frank Herbert","Herbert, Frank","",="2221001648",="9782221001646",0,"3.76",,,"",,1969,,2010/10/10,"to-check, science-fiction, maison","to-check (#219), science-fiction (#361), maison (#388)","to-check","","","Dune #2","","","",0,,,,,
4790429,"le Chasch (cycle de Tschaï, #1)","Jack Vance","Vance, Jack","",="2277117218",="9782277117216",4,"3.88",,,"",,1968,,2010/10/10,"science-fiction, maison","science-fiction (#359), maison (#192)","read",,"",,,,,0,,,,,
4790400,"Le Pnume (cycle de Tschaï, #4)","Jack Vance","Vance, Jack","",="2277117242",="9782277117247",4,"4.00","J'ai Lu","Mass Market Paperback","221",1985,1970,,2010/10/10,"science-fiction, maison","science-fiction (#358), maison (#191)","read",,"",,,,,0,,,,,
2903208,"Des lendemains qui scintillent","A.E. van Vogt","Vogt, A.E. van","Michel Deutsch",="2277125881",="9782277125884",4,"3.41","J'ai lu","Mass Market Paperback","222",1975,1973,,2010/10/09,"science-fiction, maison","science-fiction (#355), maison (#189)","read",,"",,,,,0,,,,,
2555253,"Les Enfants de Darwin","Greg Bear","Bear, Greg","",="2253119288",="9782253119289",5,"3.56","Livre de Poche","Paperback","",2007,2002,,2010/10/09,"science-fiction, maison","science-fiction (#352), maison (#20)","read",,"",,,,,0,,,,,
921132,"Darwinia","Robert Charles Wilson","Wilson, Robert Charles","",="2070302849",="9782070302840",4,"3.32",,,"",,1998,,2010/10/09,"science-fiction, maison","science-fiction (#350), maison (#186)","read",,"",,,,,0,,,,,
2393516,"Les fleurs pourpres","Clifford D. Simak","Simak, Clifford D.","",="2277242209",="9782277242208",4,"3.89","J'ai lu","Paperback","316",1999,1965,,2010/10/09,"science-fiction, maison","science-fiction (#226), maison (#160)","read","","",,,,,0,,,,,
2734366,"L'ogre De L'espace","Gregory Benford","Benford, Gregory","",="2266175009",="9782266175005",5,"3.41","Pocket",,"469",2008,2000,,2010/10/09,"science-fiction, maison","science-fiction (#346), maison (#34)","read","","",,,,,0,,,,,
2735089,"Le Temple Du Passe","Stefan Wul","Wul, Stefan","",="2207505774",="9782207505779",5,"3.00",,,"",,1957,,2010/10/09,"science-fiction, maison","science-fiction (#342), maison (#108)","read","","",,,,,0,,,,,
3628871,"Parade Nuptiale","Donald Kingsbury","Kingsbury, Donald","",="207042684X",="9782070426843",4,"3.87","Gallimard",,"693",2003,1982,,2010/10/09,"science-fiction, maison","science-fiction (#341), maison (#105)","read","","",,,,,0,,,,,
7898862,"Le Long Chemin Du Retour","Robert Silverberg","Silverberg, Robert","Raphaële Provost",="2253119253",="9782253119258",4,"3.48","Livre de Poche","Paperback","",2007,2002,,2010/10/09,"science-fiction, maison","science-fiction (#340), maison (#159)","read","","",,,,,0,,,,,
1892498,"Les déportés du Cambrien","Robert Silverberg","Silverberg, Robert","",="2253072427",="9782253072423",4,"3.57","Livre de Poche","Paperback","",2002,1967,,2010/10/09,"science-fiction, maison","science-fiction (#339), maison (#113)","read","","",,,,,0,,,,,
513461,"Les annales du Disque-Monde, tome 04 : Mortimer","Terry Pratchett","Pratchett, Terry","",="2266080687",="9782266080682",4,"4.09","Pocket","Paperback","235",1998,1987,,2010/10/09,"science-fiction, maison","science-fiction (#338), maison (#126)","read","","",,,,,0,,,,,
2153420,"La Faune De L'espace","A.E. van Vogt","Vogt, A.E. van","",="2290332356",="9782290332351",4,"3.74",,,"",,1950,,2010/10/09,"science-fiction, maison","science-fiction (#337), maison (#154)","read","","",,,,,0,,,,,
149116,"Le marteau de dieu","Arthur C. Clarke","Clarke, Arthur C.","",="2277239739",="9782277239734",4,"3.52","J'ai lu","Mass Market Paperback","253",1999,1993,,2010/10/09,"science-fiction, maison","science-fiction (#335), maison (#146)","read","","",,,,,0,,,,,
1281538,"Teranesie","Greg Egan","Egan, Greg","",="2253114812",="9782253114819",4,"3.28","Livre de Poche","Paperback","",2006,1999,,2010/10/09,"science-fiction, maison","science-fiction (#332), maison (#122)","read","","",,,,,0,,,,,
1892497,"Time Opera Les Temps Paralleles T2","Robert Silverberg","Silverberg, Robert","",="225311331X",="9782253113317",4,"3.62","Livre de Poche","Paperback","",2006,1969,,2010/10/09,"science-fiction, maison","science-fiction (#331), maison (#121)","read","","",,,,,0,,,,,
3275284,"Les Gardiens D Aleph-Deux","Colin Marchika","Marchika, Colin","",="2253115487",="9782253115489",5,"4.50","Livre de Poche","Paperback","",2006,2004,,2010/10/09,"science-fiction, maison","science-fiction (#329), maison (#91)","read","","",,,,,0,,,,,
6023229,"Un Monde D Azur","Jack Vance","Vance, Jack","Gérard Klein, Patrick Dusoulier",="225311281X",="9782253112815",4,"3.89","Livre de Poche","Paperback","",2005,1966,,2010/10/09,"science-fiction, maison","science-fiction (#328), maison (#120)","read","","",,,,,0,,,,,
2555252,"L Echelle de Darwin","Greg Bear","Bear, Greg","",="2253108707",="9782253108702",4,"3.61","Livre de Poche","Paperback","",2005,1999,,2010/10/09,"science-fiction, maison","science-fiction (#327), maison (#118)","read","","",,,,,0,,,,,
1557572,"L'alchimiste du neutronium I: Consolidation","Peter F. Hamilton","Hamilton, Peter F.","",="2266119486",="9782266119481",3,"4.28","Presses Pocket",,"",,1997,,2010/10/09,"science-fiction, maison","science-fiction (#325), maison (#131)","read","","",,,,,0,,,,,
1280988,"Au Trefonds Du Ciel","Vernor Vinge","Vinge, Vernor","",="2253108693",="9782253108696",4,"4.29","Livre de Poche","Paperback","",2004,1999,,2010/10/09,"science-fiction, maison","science-fiction (#324), maison (#117)","read","","",,,,,0,,,,,
6623276,"A L Est de La Vie","Brian W. Aldiss","Aldiss, Brian W.","Serge Quadruppani",="2253108642",="9782253108641",4,"3.09","Livre de Poche","Paperback","",2005,1994,,2010/10/09,"science-fiction, maison","science-fiction (#4), maison (#116)","read","","",,,,,0,,,,,
3790143,"Les fils du vent","Robert Charles Wilson","Wilson, Robert Charles","",="2070316424",="9782070316427",4,"3.52","Gallimard","","315",2007,1988,,2010/10/09,"science-fiction, maison","science-fiction (#323), maison (#96)","read","","",,,,,0,,,,,
1881843,"Fabricants D'eden  Les  Ne","Frank Herbert","Herbert, Frank","",="2266159321",="9782266159326",4,"3.34",,,"",,1968,,2010/10/09,"science-fiction, maison","science-fiction (#322), maison (#144)","read","","",,,,,0,,,,,
2111660,"Poussière De Lune","Stephen Baxter","Baxter, Stephen","",="229032731X",="9782290327319",0,"3.53","J'ai lu",,"713",2003,1998,,2010/10/09,"to-check, science-fiction, maison","to-check (#218), science-fiction (#446), maison (#466)","to-check","","",,,,,0,,,,,
843565,"Voyage","Stephen Baxter","Baxter, Stephen","",="0061057088",="9780061057083",5,"3.79","Harper Voyager","Paperback","784",1997,1996,,2010/10/09,"science-fiction, maison","science-fiction (#321), maison (#19)","read",,"",,,,,0,,,,,
121627,"Le Triomphe De Fondation","David Brin","Brin, David","",="2266123165",="9782266123167",5,"3.79",,,"",,1999,,2010/10/09,"science-fiction, maison","science-fiction (#320), maison (#132)","read","","",,,,,0,,,,,
122371,"Fondation et Chaos: D'après l'Ôuvre de Isaac Asimov (Le Second Cycle de Fondation, #2)","Greg Bear","Bear, Greg","",="2266123181",="9782266123181",5,"3.94",,,"",,1998,,2010/10/09,"science-fiction, maison","science-fiction (#319), maison (#134)","read","","",,,,,0,,,,,
2734363,"Fondation En Péril","Gregory Benford","Benford, Gregory","",="2266123173",="9782266123174",4,"3.62",,,"",,1997,,2010/10/09,"science-fiction, maison","science-fiction (#318), maison (#133)","read","","",,,,,0,,,,,
34504,"Wyrd Sisters (Discworld, #6)","Terry Pratchett","Pratchett, Terry","Victor Gollancz",="0061020664",="9780061020667",4,"4.02","HarperTorch","Paperback","265",2001,1988,,2010/10/09,"fantaisie, maison","fantaisie (#7), maison (#7)","read",,"",,,,,1,,,"unspecified",,
1289964,"Les Courants de l'espace","Isaac Asimov","Asimov, Isaac","",="2266042092",="9782266042093",4,"3.75","Pocket","Mass Market Paperback","221",1991,1952,,2010/10/09,"science-fiction, maison","science-fiction (#316), maison (#125)","read","","",,,,,0,,,,,
41820,"Pebble in the Sky","Isaac Asimov","Asimov, Isaac","",="0553293427",="9780553293425",5,"3.74","Bantam","Paperback","308",1991,1950,,2010/10/09,"science-fiction, maison","science-fiction (#317), maison (#18)","read",,"",,,,,0,,,,,
41822,"The Stars, Like Dust","Isaac Asimov","Asimov, Isaac","",="0553293435",="9780553293432",4,"3.70","Spectra","Mass Market Paperback","304",1991,1951,,2010/10/09,"science-fiction, maison","science-fiction (#315), maison (#184)","read",,"",,,,,0,,,,,
453961,"Sailing Bright Eternity (Galactic Center, #6)","Gregory Benford","Benford, Gregory","",="0446611522",="9780446611527",5,"3.82","Aspect","Paperback","528",2005,1995,,2010/10/09,"science-fiction, maison","science-fiction (#314), maison (#17)","read",,"",,,,,0,,,,,
453964,"Furious Gulf (Galactic Center, #5)","Gregory Benford","Benford, Gregory","",="0553096613",="9780553096613",5,"3.70","Bantam Spectra","Hardcover","290",1994,1994,,2010/10/09,"science-fiction, maison","science-fiction (#313), maison (#16)","read",,"",,,,,0,,,,,
453975,"Great Sky River (Galactic Center, #3)","Gregory Benford","Benford, Gregory","",="0446611557",="9780446611558",5,"3.83","Aspect","Paperback","464",2004,1987,,2010/10/09,"science-fiction, maison","science-fiction (#312), maison (#15)","read",,"",,,,,0,,,,,
382329,"Across the Sea of Suns (Galactic Center, #2)","Gregory Benford","Benford, Gregory","",="0446611565",="9780446611565",5,"3.65","Aspect","Paperback","528",2004,1984,,2010/10/09,"science-fiction, maison","science-fiction (#311), maison (#14)","read",,"",,,,,0,,,,,
453960,"In the Ocean of Night (Galactic Center, #1)","Gregory Benford","Benford, Gregory","",="044661159X",="9780446611596",5,"3.58","Aspect","Paperback","448",2004,1977,,2010/10/09,"science-fiction, maison","science-fiction (#310), maison (#13)","read",,"",,,,,0,,,,,
2734718,"Le Dieu Nu I: Résistance","Peter F. Hamilton","Hamilton, Peter F.","",="2266133578",="9782266133579",3,"4.23","Presses Pocket",,"",,2000,,2010/10/09,"science-fiction, maison","science-fiction (#309), maison (#136)","read","","",,,,,0,,,,,
